Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"VOW","VOLKSWAGEN AG","Equity","0.15","143.50","1,196.00","171,626.00","171,626.00","Consumer Discretionary","DE0007664005","Xetra","Germany","EUR"
"EVK","EVONIK INDUSTRIES AG","Equity","0.14","27.94","5,974.00","166,913.56","166,913.56","Materials","DE000EVNK013","Xetra","Germany","EUR"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Equity","0.13","6.65","22,040.00","146,610.08","146,610.08","Industrials","ES0177542018","Bolsa De Madrid","Spain","EUR"
"BKIA","BANKIA SA","Equity","0.12","3.13","45,416.00","142,242.91","142,242.91","Financials","ES0113307062","Bolsa De Madrid","Spain","EUR"
"BMW3","BMW PREF AG","Equity","0.11","65.50","2,007.00","131,458.50","131,458.50","Consumer Discretionary","DE0005190037","Xetra","Germany","EUR"
"BOL","BOLLORE SA","Equity","0.11","3.72","34,911.00","129,729.28","129,729.28","Industrials","FR0000039299","Nyse Euronext - Euronext Paris","France","EUR"
"CNP","CNP ASSURANCES SA","Equity","0.11","19.62","6,430.00","126,156.60","126,156.60","Financials","FR0000120222","Nyse Euronext - Euronext Paris","France","EUR"
"MAN","MAN","Equity","0.11","91.55","1,333.00","122,036.15","122,036.15","Industrials","DE0005937007","Xetra","Germany","EUR"
"TITR","TELECOM ITALIA SAVING","Equity","0.09","0.44","226,535.00","100,536.23","100,536.23","Communication","IT0003497176","Borsa Italiana","Italy","EUR"
"BZFUT","CASH COLLATERAL EUR BZFUT","Cash Collateral and Margins","0.07","100.00","76,380.00","76,380.00","76,380.00","Cash and/or Derivatives","-","-","European Union","EUR"
"RY4C","RYANAIR HOLDINGS PLC","Equity","0.07","11.58","6,524.00","75,547.92","75,547.92","Industrials","IE00BYTBXV33","Irish Stock Exchange - All Market","Ireland","EUR"
"GBP","GBP CASH","Cash","0.00","113.92","4,107.00","4,678.20","4,678.20","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"USD","USD CASH","Cash","0.00","86.73","4,545.00","3,942.30","3,942.30","Cash and/or Derivatives","-","-","United States","USD"
"VGZ8","EURO STOXX 50 DEC 18","Futures","0.00","3,233.00","33.00","0.00","1,066,890.00","Cash and/or Derivatives","DE000C0NSER7","Eurex Deutschland","European Union","EUR"
"CHF","CHF CASH","Cash","0.00","87.39","0.00","0.11","0.11","Cash and/or Derivatives","-","-","Switzerland","CHF"
 
