Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"ATL","ATLANTIA","Equity","0.23","17.57","201,051","3,532,466","3,532,466.07","Industrials","IT0003506190","Borsa Italiana","Italy","EUR"
"HEIO","HEINEKEN HOLDING NV","Equity","0.22","74.55","46,856","3,493,115","3,493,114.80","Consumer Staples","NL0000008977","Euronext Amsterdam","Netherlands","EUR"
"CCE","COCA COLA EUROPEAN PARTNERS PLC","Equity","0.22","39.35","88,465","3,481,207","3,481,206.51","Consumer Staples","GB00BDCPN049","New York Stock Exchange Inc.","Netherlands","USD"
"FORTUM","FORTUM","Equity","0.22","19.33","179,813","3,475,785","3,475,785.29","Utilities","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Equity","0.22","33.09","104,206","3,448,177","3,448,176.54","Industrials","ES0167050915","Bolsa De Madrid","Spain","EUR"
"AGS","AGEAS NV","Equity","0.21","44.53","75,392","3,357,206","3,357,205.76","Financials","BE0974264930","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"SRG","SNAM","Equity","0.21","3.64","910,996","3,318,758","3,318,758.43","Energy","IT0003153415","Borsa Italiana","Italy","EUR"
"SW","SODEXO SA","Equity","0.21","87.80","37,620","3,303,036","3,303,036.00","Consumer Discretionary","FR0000121220","Nyse Euronext - Euronext Paris","France","EUR"
"EN","BOUYGUES SA","Equity","0.21","36.65","89,515","3,280,725","3,280,724.75","Industrials","FR0000120503","Nyse Euronext - Euronext Paris","France","EUR"
"KPN","KONINKLIJKE KPN NV NV","Equity","0.21","2.37","1,378,537","3,269,890","3,269,889.76","Communication","NL0000009082","Euronext Amsterdam","Netherlands","EUR"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Equity","0.21","3.14","1,038,074","3,259,552","3,259,552.36","Utilities","PTEDP0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"GALP","GALP ENERGIA SGPS SA","Equity","0.21","15.63","207,518","3,243,506","3,243,506.34","Energy","PTGAL0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"NTGY","NATURGY ENERGY SA","Equity","0.21","22.15","145,545","3,223,822","3,223,821.75","Utilities","ES0116870314","Bolsa De Madrid","Spain","EUR"
"SOLB","SOLVAY SA","Equity","0.20","105.70","30,223","3,194,571","3,194,571.10","Materials","BE0003470755","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"AC","ACCOR SA","Equity","0.20","41.62","76,592","3,187,759","3,187,759.04","Consumer Discretionary","FR0000120404","Nyse Euronext - Euronext Paris","France","EUR"
"FR","VALEO SA","Equity","0.20","31.88","99,505","3,172,219","3,172,219.40","Consumer Discretionary","FR0013176526","Nyse Euronext - Euronext Paris","France","EUR"
"REE","RED ELECTRICA SA","Equity","0.20","17.86","175,768","3,138,338","3,138,337.64","Utilities","ES0173093024","Bolsa De Madrid","Spain","EUR"
"STERV","STORA ENSO CLASS R","Equity","0.20","14.03","220,723","3,096,744","3,096,743.69","Materials","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"SESG","SES SA FDR SA","Equity","0.20","20.64","149,167","3,078,807","3,078,806.88","Communication","LU0088087324","Nyse Euronext - Euronext Paris","France","EUR"
"EDEN","EDENRED","Equity","0.19","31.70","95,423","3,024,909","3,024,909.10","Industrials","FR0010908533","Nyse Euronext - Euronext Paris","France","EUR"
"FGR","EIFFAGE SA","Equity","0.19","90.34","33,234","3,002,360","3,002,359.56","Industrials","FR0000130452","Nyse Euronext - Euronext Paris","France","EUR"
"OMV","OMV AG","Equity","0.19","49.50","59,902","2,965,149","2,965,149.00","Energy","AT0000743059","Wiener Boerse Ag","Austria","EUR"
