Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"BB","BIC SA","Equity","0.25","75.60","9,564.00","723,038.40","723,038.40","Industrials","FR0000120966","Nyse Euronext - Euronext Paris","France","EUR"
"SHA","SCHAEFFLER PREF AG","Equity","0.22","10.07","64,131.00","646,119.82","646,119.82","Consumer Discretionary","DE000SHA0159","Xetra","Germany","EUR"
"BZFUT","CASH COLLATERAL EUR BZFUT","Cash Collateral and Margins","0.04","100.00","106,160.00","106,160.00","106,160.00","Cash and/or Derivatives","-","-","European Union","EUR"
"USD","USD CASH","Cash","0.02","86.73","60,328.00","52,324.87","52,324.87","Cash and/or Derivatives","-","-","United States","USD"
"GBP","GBP CASH","Cash","0.02","113.92","43,492.00","49,544.11","49,544.11","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"IBX8","IBEX 35 INDEX NOV 18","Futures","0.00","8,960.00","3.00","0.00","268,800.00","Cash and/or Derivatives","ES0B00047224","Meff Renta Variable","-","EUR"
"STZ8","FTSE/MIB INDEX DEC 18","Futures","0.00","19,409.00","4.00","0.00","388,180.00","Cash and/or Derivatives","IT0014339474","Italian Derivatives Market","-","EUR"
"VGZ8","EURO STOXX 50 DEC 18","Futures","0.00","3,233.00","19.00","0.00","614,270.00","Cash and/or Derivatives","DE000C0NSER7","Eurex Deutschland","European Union","EUR"
"BES","BANCO ESPIRITO SANTO CLASS N SA","Equity","0.00","0.00","757,134.00","7.57","7.57","Financials","PTBES0AM0007","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"MARGIN_USD","FUTURES USD MARGIN BALANCE","Cash Collateral and Margins","0.00","86.73","-6.00","-5.19","-5.19","Cash and/or Derivatives","-","-","United States","USD"
"CHF","CHF CASH","Cash","0.00","87.39","0.00","0.10","0.10","Cash and/or Derivatives","-","-","Switzerland","CHF"
 
