iShares Core MSCI Europe ETF
Inception Date,"Jun 10, 2014"
Fund Holdings as of,"Oct 17, 2018"
Total Net Assets,"2,529,435,894.14"
Shares Outstanding,"55,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"LONN","LONZA GROUP AG","Equity","0.25","329.05","19,066.00","6,273,694.62","6,273,694.62","Health Care","7333378","CH0013841017","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.99"
"AAL","ANGLO AMERICAN PLC","Equity","0.25","22.02","283,423.00","6,241,850.58","6,241,850.58","Materials","B1XZS82","GB00B1XZS820","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"WDI","WIRECARD AG","Equity","0.25","204.07","30,583.00","6,241,138.56","6,241,138.56","Information Technology","7508927","DE0007472060","Xetra","Germany","USD","EUR","0.87"
"DB1","DEUTSCHE BOERSE AG","Equity","0.25","127.23","48,810.00","6,210,000.27","6,210,000.27","Financials","7021963","DE0005810055","Xetra","Germany","USD","EUR","0.87"
"ENGI","ENGIE SA","Equity","0.24","13.55","454,375.00","6,155,491.96","6,155,491.96","Utilities","B0C2CQ3","FR0010208488","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"VOLVB","VOLVO CLASS B","Equity","0.24","15.20","398,570.00","6,059,581.88","6,059,581.88","Industrials","B1QH830","SE0000115446","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"BA.","BAE SYSTEMS PLC","Equity","0.23","7.36","793,318.00","5,834,885.62","5,834,885.62","Industrials","0263494","GB0002634946","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"LHN","LAFARGEHOLCIM LTD","Equity","0.23","45.69","127,495.00","5,825,296.71","5,825,296.71","Materials","7110753","CH0012214059","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.99"
"VNA","VONOVIA SE","Equity","0.22","46.90","120,520.00","5,652,629.76","5,652,629.76","Real Estate","BBJPFY1","DE000A1ML7J1","Xetra","Germany","USD","EUR","0.87"
"AV.","AVIVA PLC","Equity","0.22","5.60","1,007,600.00","5,642,900.17","5,642,900.17","Financials","0216238","GB0002162385","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"DBK","DEUTSCHE BANK AG","Equity","0.22","11.28","495,852.00","5,591,724.96","5,591,724.96","Financials","5750355","DE0005140008","Xetra","Germany","USD","EUR","0.87"
"AKZA","AKZO NOBEL NV","Equity","0.22","87.62","63,528.00","5,566,590.18","5,566,590.18","Materials","5458314","NL0000009132","Euronext Amsterdam","Netherlands","USD","EUR","0.87"
"EXPN","EXPERIAN PLC","Equity","0.22","23.74","233,531.00","5,543,957.05","5,543,957.05","Industrials","B19NLV4","GB00B19NLV48","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"HEIA","HEINEKEN NV","Equity","0.22","88.50","61,990.00","5,486,142.40","5,486,142.40","Consumer Staples","7792559","NL0000009165","Euronext Amsterdam","Netherlands","USD","EUR","0.87"
"GIVN","GIVAUDAN SA","Equity","0.22","2,346.48","2,321.00","5,446,183.06","5,446,183.06","Materials","5980613","CH0010645932","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.99"
"EOAN","E.ON N","Equity","0.21","9.79","552,309.00","5,406,938.56","5,406,938.56","Utilities","4942904","DE000ENAG999","Xetra","Germany","USD","EUR","0.87"
"STAN","STANDARD CHARTERED PLC","Equity","0.21","7.36","716,779.00","5,274,762.47","5,274,762.47","Financials","0408284","GB0004082847","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"HEN3","HENKEL & KGAA PREF AG","Equity","0.20","111.51","45,288.00","5,050,215.42","5,050,215.42","Consumer Staples","5076705","DE0006048432","Xetra","Germany","USD","EUR","0.87"
"CAP","CAPGEMINI","Equity","0.20","122.16","41,221.00","5,035,353.42","5,035,353.42","Information Technology","4163437","FR0000125338","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"DNB","DNB","Equity","0.20","19.87","252,294.00","5,012,025.76","5,012,025.76","Financials","4263304","NO0010031479","Oslo Bors Asa","Norway","USD","NOK","8.21"
"SAMPO","SAMPO","Equity","0.20","47.09","106,336.00","5,006,987.72","5,006,987.72","Financials","5226038","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.87"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Equity","0.20","11.72","426,246.00","4,994,816.61","4,994,816.61","Industrials","B63H849","GB00B63H8491","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"G","ASSICURAZIONI GENERALI","Equity","0.19","16.41","299,481.00","4,915,155.02","4,915,155.02","Financials","4056719","IT0000062072","Borsa Italiana","Italy","USD","EUR","0.87"
"SWED A","SWEDBANK","Equity","0.19","21.94","223,739.00","4,909,911.37","4,909,911.37","Financials","4846523","SE0000242455","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"ML","MICHELIN","Equity","0.19","113.31","43,161.00","4,890,656.04","4,890,656.04","Consumer Discretionary","4588364","FR0000121261","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"ASSA B","ASSA ABLOY B","Equity","0.19","19.29","250,349.00","4,828,279.14","4,828,279.14","Industrials","BYPC1T4","SE0007100581","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Equity","0.19","38.69","124,432.00","4,813,930.31","4,813,930.31","Industrials","7380482","FR0000125007","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"INVE B","INVESTOR B","Equity","0.19","42.67","112,708.00","4,809,479.00","4,809,479.00","Financials","5679591","SE0000107419","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"MT","ARCELORMITTAL SA","Equity","0.19","28.60","167,485.00","4,789,890.91","4,789,890.91","Materials","BYPBS67","LU1598757687","Euronext Amsterdam","France","USD","EUR","0.87"
"UPM","UPM-KYMMENE","Equity","0.19","35.05","135,977.00","4,765,950.34","4,765,950.34","Materials","5051252","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.87"
"KBC","KBC GROEP","Equity","0.19","74.94","62,987.00","4,720,356.01","4,720,356.01","Financials","4497749","BE0003565737","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.87"
"LGEN","LEGAL AND GENERAL GROUP PLC","Equity","0.18","3.20","1,459,842.00","4,674,515.11","4,674,515.11","Financials","0560399","GB0005603997","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"RMS","HERMES INTERNATIONAL","Equity","0.18","575.67","8,061.00","4,640,459.22","4,640,459.22","Consumer Discretionary","5253973","FR0000052292","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"SAND","SANDVIK","Equity","0.18","16.02","288,485.00","4,621,173.93","4,621,173.93","Industrials","B1VQ252","SE0000667891","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"FME","FRESENIUS MEDICAL CARE AG","Equity","0.18","82.53","54,908.00","4,531,456.26","4,531,456.26","Health Care","5129074","DE0005785802","Xetra","Germany","USD","EUR","0.87"
"ATCO A","ATLAS COPCO CLASS A","Equity","0.18","26.03","172,998.00","4,503,706.87","4,503,706.87","Industrials","BD97BN2","SE0011166610","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"LSE","LONDON STOCK EXCHANGE GROUP PLC","Equity","0.18","56.15","80,051.00","4,494,691.54","4,494,691.54","Financials","B0SWJX3","GB00B0SWJX34","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"DSY","DASSAULT SYSTEMES","Equity","0.18","134.03","33,447.00","4,482,916.04","4,482,916.04","Information Technology","5330047","FR0000130650","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"LR","LEGRAND SA","Equity","0.18","67.89","65,239.00","4,428,794.92","4,428,794.92","Industrials","B11ZRK9","FR0010307819","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Equity","0.17","11.63","377,505.00","4,391,995.73","4,391,995.73","Financials","BXDZ9Q1","SE0007100599","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
