iShares MSCI Pacific ex Japan ETF
Inception Date,"Oct 25, 2001"
Fund Holdings as of,"Oct 16, 2018"
Total Net Assets,"2,173,373,399.05"
Shares Outstanding,"51,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"APA","APA GROUP UNITS","Equity","0.52","6.98","1,624,210.00","11,344,579.79","11,344,579.79","Utilities","6247306","AU000000APA1","Asx - All Markets","Australia","USD","AUD","1.40"
"OSH","OIL SEARCH LTD","Equity","0.52","5.97","1,879,794.00","11,225,333.68","11,225,333.68","Energy","6657604","PG0008579883","Asx - All Markets","Australia","USD","AUD","1.40"
"ASX","ASX LTD","Equity","0.51","41.47","266,358.00","11,046,624.98","11,046,624.98","Financials","6129222","AU000000ASX7","Asx - All Markets","Australia","USD","AUD","1.40"
"17","NEW WORLD DEVELOPMENT LTD","Equity","0.50","1.26","8,550,921.00","10,791,285.76","10,791,285.76","Real Estate","6633767","HK0017000149","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"669","TECHTRONIC INDUSTRIES LTD","Equity","0.49","5.61","1,881,207.00","10,562,172.84","10,562,172.84","Consumer Discretionary","B0190C7","HK0669013440","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"COH","COCHLEAR LTD","Equity","0.48","132.59","79,174.00","10,498,051.39","10,498,051.39","Health Care","6211798","AU000000COH5","Asx - All Markets","Australia","USD","AUD","1.40"
"J37","JARDINE STRATEGIC HOLDINGS LTD","Equity","0.48","32.86","318,300.00","10,459,338.00","10,459,338.00","Industrials","6472960","BMG507641022","Singapore Exchange","Hong Kong","USD","USD","1.00"
"66","MTR CORP LTD","Equity","0.47","4.93","2,052,286.00","10,108,557.71","10,108,557.71","Industrials","6290054","HK0066009694","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"LLC","LENDLEASE GROUP UNITS","Equity","0.46","12.53","793,910.00","9,946,248.97","9,946,248.97","Real Estate","6512004","AU000000LLC3","Asx - All Markets","Australia","USD","AUD","1.40"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Equity","0.46","6.00","1,654,600.00","9,933,828.44","9,933,828.44","Real Estate","BF0GWS4","KYG9593A1040","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"DXS","DEXUS UNITS","Equity","0.45","7.05","1,400,509.00","9,872,028.28","9,872,028.28","Real Estate","B033YN6","AU000000DXS1","Asx - All Markets","Australia","USD","AUD","1.40"
"H78","HONGKONG LAND HOLDINGS LTD","Equity","0.45","6.04","1,624,500.00","9,811,980.00","9,811,980.00","Real Estate","6434915","BMG4587L1090","Singapore Exchange","Hong Kong","USD","USD","1.00"
"BN4","KEPPEL LTD","Equity","0.45","4.85","2,005,500.00","9,723,459.40","9,723,459.40","Industrials","B1VQ5C0","SG1U68934629","Singapore Exchange","Singapore","USD","SGD","1.37"
"SHL","SONIC HEALTHCARE LTD","Equity","0.43","16.70","555,992.00","9,286,103.05","9,286,103.05","Health Care","6821120","AU000000SHL7","Asx - All Markets","Australia","USD","AUD","1.40"
"SGP","STOCKLAND UNITS LTD","Equity","0.42","2.76","3,327,162.00","9,186,465.63","9,186,465.63","Real Estate","6850856","AU000000SGP0","Asx - All Markets","Australia","USD","AUD","1.40"
"AMP","AMP LTD","Equity","0.41","2.23","4,018,361.00","8,944,726.93","8,944,726.93","Financials","6709958","AU000000AMP6","Asx - All Markets","Australia","USD","AUD","1.40"
"288","WH GROUP LTD","Equity","0.41","0.74","12,126,000.00","8,928,065.84","8,928,065.84","Consumer Staples","BLLHKZ1","KYG960071028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"CPU","COMPUTERSHARE LTD","Equity","0.41","14.03","635,964.00","8,924,839.91","8,924,839.91","Information Technology","6180412","AU000000CPU5","Asx - All Markets","Australia","USD","AUD","1.40"
"TAH","TABCORP HOLDINGS LTD","Equity","0.40","3.31","2,632,281.00","8,713,924.08","8,713,924.08","Consumer Discretionary","6873262","AU000000TAH8","Asx - All Markets","Australia","USD","AUD","1.40"
"GPT","GPT GROUP UNITS","Equity","0.40","3.49","2,487,470.00","8,678,211.96","8,678,211.96","Real Estate","6365866","AU000000GPT8","Asx - All Markets","Australia","USD","AUD","1.40"
"BSL","BLUESCOPE STEEL LTD","Equity","0.39","11.22","757,039.00","8,495,922.03","8,495,922.03","Materials","6533232","AU000000BSL0","Asx - All Markets","Australia","USD","AUD","1.40"
"12","HENDERSON LAND DEVELOPMENT LTD","Equity","0.39","4.69","1,796,402.00","8,424,126.52","8,424,126.52","Real Estate","6420538","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Equity","0.39","13.77","607,807.00","8,369,250.15","8,369,250.15","Materials","B60QWJ2","AU000000JHX1","Asx - All Markets","Australia","USD","AUD","1.40"
"VCX","VICINITY CENTRES LTD","Equity","0.38","1.84","4,543,537.00","8,363,293.10","8,363,293.10","Real Estate","BY7QXS7","AU000000VCX7","Asx - All Markets","Australia","USD","AUD","1.40"
"MGR","MIRVAC GROUP UNITS","Equity","0.37","1.56","5,108,667.00","7,982,064.85","7,982,064.85","Real Estate","6161978","AU000000MGR9","Asx - All Markets","Australia","USD","AUD","1.40"
"C31","CAPITALAND","Equity","0.37","2.24","3,539,200.00","7,935,599.32","7,935,599.32","Real Estate","6309303","SG1J27887962","Singapore Exchange","Singapore","USD","SGD","1.37"
"AZJ","AURIZON HOLDINGS LTD","Equity","0.36","2.83","2,744,066.00","7,752,705.40","7,752,705.40","Industrials","B87CVM3","AU000000AZJ1","Asx - All Markets","Australia","USD","AUD","1.40"
"CTX","CALTEX AUSTRALIA LTD","Equity","0.35","21.31","356,798.00","7,603,633.51","7,603,633.51","Energy","6161503","AU000000CTX1","Asx - All Markets","Australia","USD","AUD","1.40"
"BLD","BORAL LTD","Equity","0.34","4.64","1,616,602.00","7,496,870.53","7,496,870.53","Materials","6218670","AU000000BLD2","Asx - All Markets","Australia","USD","AUD","1.40"
"MPL","MEDIBANK PRIVATE LTD","Equity","0.34","1.96","3,773,258.00","7,403,085.03","7,403,085.03","Financials","BRTNNQ5","AU000000MPL3","Asx - All Markets","Australia","USD","AUD","1.40"
"6823","HKT TRUST AND HKT UNITS LTD","Equity","0.34","1.40","5,214,338.00","7,305,762.11","7,305,762.11","Communication","B4TXDZ3","HK0000093390","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"RHC","RAMSAY HEALTH CARE LTD","Equity","0.33","37.32","194,018.00","7,240,862.25","7,240,862.25","Health Care","6041995","AU000000RHC8","Asx - All Markets","Australia","USD","AUD","1.40"
"FPH","FISHER & PAYKEL HEALTHCARE CORP. L","Equity","0.33","9.25","782,392.00","7,239,304.96","7,239,304.96","Health Care","6340250","NZFAPE0001S2","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"19","SWIRE PACIFIC LTD A","Equity","0.33","10.58","684,000.00","7,235,601.49","7,235,601.49","Real Estate","6867748","HK0019000162","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"83","SINO LAND LTD","Equity","0.32","1.56","4,504,800.00","7,024,424.16","7,024,424.16","Real Estate","6810429","HK0083000502","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"SYD","SYDNEY AIRPORT UNITS LTD","Equity","0.32","4.59","1,526,366.00","7,002,178.84","7,002,178.84","Industrials","B70DWB2","AU000000SYD9","Asx - All Markets","Australia","USD","AUD","1.40"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Equity","0.32","7.61","916,708.00","6,971,741.70","6,971,741.70","Utilities","BYVS6J1","BMG2178K1009","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"A17U","ASCENDAS REAL ESTATE INVESTMENT TR","Equity","0.31","1.82","3,692,625.00","6,720,461.91","6,720,461.91","Real Estate","6563875","SG1M77906915","Singapore Exchange","Singapore","USD","SGD","1.37"
"SPK","SPARK NEW ZEALAND LTD","Equity","0.30","2.57","2,529,189.00","6,488,520.57","6,488,520.57","Communication","6881436","NZTELE0001S4","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"ATM","THE A2 MILK COMPANY LTD","Equity","0.29","6.40","1,001,950.00","6,409,624.44","6,409,624.44","Consumer Staples","6287250","NZATME0002S8","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"MLCO","MELCO RESORTS ENTERTAINMENT ADR LT","Equity","0.29","18.53","343,834.00","6,371,244.02","6,371,244.02","Consumer Discretionary","B1KYHF2","US5854641009","NASDAQ","Hong Kong","USD","USD","1.00"
"IPL","INCITEC PIVOT LTD","Equity","0.29","2.78","2,287,855.00","6,365,853.58","6,365,853.58","Materials","6673042","AU000000IPL1","Asx - All Markets","Australia","USD","AUD","1.40"
"SEK","SEEK LTD","Equity","0.29","13.72","457,220.00","6,272,895.40","6,272,895.40","Industrials","B0767Y3","AU000000SEK6","Asx - All Markets","Australia","USD","AUD","1.40"
"AWC","ALUMINA LTD","Equity","0.29","1.86","3,358,333.00","6,253,566.99","6,253,566.99","Materials","6954985","AU000000AWC3","Asx - All Markets","Australia","USD","AUD","1.40"
"ORI","ORICA LTD","Equity","0.28","11.71","518,360.00","6,072,509.13","6,072,509.13","Materials","6458001","AU000000ORI1","Asx - All Markets","Australia","USD","AUD","1.40"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Equity","0.27","4.55","1,312,384.00","5,972,069.01","5,972,069.01","Industrials","BKX3XG2","NZAIAE0002S6","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"FMG","FORTESCUE METALS GROUP LTD","Equity","0.27","2.77","2,150,427.00","5,952,781.92","5,952,781.92","Materials","6086253","AU000000FMG4","Asx - All Markets","Australia","USD","AUD","1.40"
"20","WHEELOCK AND LTD","Equity","0.27","5.35","1,112,000.00","5,945,423.80","5,945,423.80","Real Estate","6981488","HK0020000177","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"F34","WILMAR INTERNATIONAL LTD","Equity","0.27","2.19","2,656,600.00","5,821,254.32","5,821,254.32","Consumer Staples","B17KC69","SG1T56930848","Singapore Exchange","Singapore","USD","SGD","1.37"
"23","BANK OF EAST ASIA LTD","Equity","0.27","3.33","1,746,320.00","5,816,052.83","5,816,052.83","Financials","6075648","HK0023000190","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"CGF","CHALLENGER LTD","Equity","0.27","7.65","753,758.00","5,764,879.88","5,764,879.88","Financials","6726300","AU000000CGF5","Asx - All Markets","Australia","USD","AUD","1.40"
"G13","GENTING SINGAPORE LTD","Equity","0.26","0.68","8,366,100.00","5,664,086.92","5,664,086.92","Consumer Discretionary","BDRTVP2","SGXE21576413","Singapore Exchange","Singapore","USD","SGD","1.37"
"S68","SINGAPORE EXCHANGE LTD","Equity","0.26","4.97","1,128,600.00","5,611,573.54","5,611,573.54","Financials","6303866","SG1J26887955","Singapore Exchange","Singapore","USD","SGD","1.37"
"1972","SWIRE PROPERTIES LTD","Equity","0.25","3.38","1,637,400.00","5,526,427.41","5,526,427.41","Real Estate","B67C2G0","HK0000063609","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Equity","0.25","2.50","2,175,700.00","5,432,716.49","5,432,716.49","Industrials","6043214","SG1F60858221","Singapore Exchange","Singapore","USD","SGD","1.37"
"C38U","CAPITALAND MALL TRUST","Equity","0.24","1.54","3,453,900.00","5,305,375.46","5,305,375.46","Real Estate","6420129","SG1M51904654","Singapore Exchange","Singapore","USD","SGD","1.37"
"101","HANG LUNG PROPERTIES LTD","Equity","0.23","1.85","2,745,736.00","5,073,309.38","5,073,309.38","Real Estate","6030506","HK0101000591","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"C6L","SINGAPORE AIRLINES LTD","Equity","0.23","6.66","752,000.00","5,009,136.24","5,009,136.24","Industrials","6811734","SG1V61937297","Singapore Exchange","Singapore","USD","SGD","1.37"
"CCL","COCA-COLA AMATIL LTD","Equity","0.22","6.98","698,557.00","4,879,193.96","4,879,193.96","Consumer Staples","6123451","AU000000CCL2","Asx - All Markets","Australia","USD","AUD","1.40"
"CWN","CROWN RESORTS LTD","Equity","0.22","9.29","518,053.00","4,812,255.97","4,812,255.97","Consumer Discretionary","B29LCJ0","AU000000CWN6","Asx - All Markets","Australia","USD","AUD","1.40"
"BEN","BENDIGO AND ADELAIDE BANK LTD","Equity","0.22","7.15","665,852.00","4,760,022.14","4,760,022.14","Financials","6091280","AU000000BEN6","Asx - All Markets","Australia","USD","AUD","1.40"
"FBU","FLETCHER BUILDING LIMITED","Equity","0.22","4.03","1,175,644.00","4,737,310.40","4,737,310.40","Materials","6341606","NZFBUE0001S0","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"C52","COMFORTDELGRO CORPORATION LTD","Equity","0.21","1.57","2,980,800.00","4,665,467.91","4,665,467.91","Industrials","6603737","SG1N31909426","Singapore Exchange","Singapore","USD","SGD","1.37"
"RYM","RYMAN HEALTHCARE LTD","Equity","0.21","8.38","548,922.00","4,597,578.55","4,597,578.55","Health Care","6161525","NZRYME0001S4","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"1128","WYNN MACAU LTD","Equity","0.21","2.14","2,141,600.00","4,585,580.50","4,585,580.50","Consumer Discretionary","B4JSTL6","KYG981491007","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"CIM","CIMIC GROUP LTD","Equity","0.21","33.23","134,164.00","4,457,648.07","4,457,648.07","Industrials","BX17Q13","AU000000CIM7","Asx - All Markets","Australia","USD","AUD","1.40"
"C61U","CAPITALAND COMM TR","Equity","0.20","1.23","3,581,693.00","4,406,552.74","4,406,552.74","Real Estate","B011YD2","SG1P32918333","Singapore Exchange","Singapore","USD","SGD","1.37"
"V03","VENTURE CORPORATION LTD","Equity","0.20","11.68","376,200.00","4,392,856.99","4,392,856.99","Information Technology","6927374","SG0531000230","Singapore Exchange","Singapore","USD","SGD","1.37"
"14","HYSAN DEVELOPMENT LTD","Equity","0.19","4.86","855,830.00","4,155,336.27","4,155,336.27","Real Estate","6449629","HK0014000126","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"659","NWS HOLDINGS LTD","Equity","0.19","1.93","2,141,000.00","4,141,711.81","4,141,711.81","Industrials","6568353","BMG668971101","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"522","ASM PACIFIC TECHNOLOGY LTD","Equity","0.19","9.76","421,100.00","4,110,651.74","4,110,651.74","Information Technology","6002453","KYG0535Q1331","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"T39","SINGAPORE PRESS HOLDINGS LTD","Equity","0.19","1.88","2,185,517.00","4,104,854.85","4,104,854.85","Communication","B012899","SG1P66918738","Singapore Exchange","Singapore","USD","SGD","1.37"
"D01","DAIRY FARM INTERNATIONAL HOLDINGS","Equity","0.19","8.60","474,800.00","4,083,280.00","4,083,280.00","Consumer Staples","6180274","BMG2624N1535","Singapore Exchange","Hong Kong","USD","USD","1.00"
"BOQ","BANK OF QUEENSLAND LTD","Equity","0.18","7.36","545,434.00","4,015,923.64","4,015,923.64","Financials","6076243","AU000000BOQ8","Asx - All Markets","Australia","USD","AUD","1.40"
"4","WHARF (HOLDINGS) LTD","Equity","0.18","2.41","1,655,600.00","3,997,058.98","3,997,058.98","Real Estate","6435576","HK0004000045","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"REA","REA GROUP LTD","Equity","0.17","52.90","71,841.00","3,800,555.39","3,800,555.39","Communication","6198578","AU000000REA9","Asx - All Markets","Australia","USD","AUD","1.40"
"T82U","SUNTEC UNITS TRUST","Equity","0.17","1.29","2,936,600.00","3,783,920.21","3,783,920.21","Real Estate","B04PZ72","SG1Q52922370","Singapore Exchange","Singapore","USD","SGD","1.37"
"2638","HK ELECTRIC INVESTMENTS UNITS LTD","Equity","0.16","0.96","3,727,500.00","3,567,327.02","3,567,327.02","Utilities","BJ3WDZ1","HK0000179108","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"425","MINTH GROUP LTD","Equity","0.16","3.45","1,026,000.00","3,541,429.80","3,541,429.80","Consumer Discretionary","B0RJCG9","KYG6145U1094","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"MEL","MERIDIAN ENERGY LTD","Equity","0.16","2.06","1,715,114.00","3,540,398.35","3,540,398.35","Utilities","BWFD052","NZMELE0002S7","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.52"
"8","PCCW LTD","Equity","0.16","0.58","5,946,867.00","3,452,738.04","3,452,738.04","Communication","6574071","HK0008011667","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"C09","CITY DEVELOPMENTS LTD","Equity","0.16","6.03","567,800.00","3,422,548.68","3,422,548.68","Real Estate","6197928","SG1R89002252","Singapore Exchange","Singapore","USD","SGD","1.37"
